"weight";"word";"color";"url"
"2";"operations";"";""
"2";"organization's";"";""
"2";"outages";"";""
"2";"overall";"";""
"2";"paas";"";""
"2";"possible";"";""
"2";"potential";"";""
"2";"prevention";"";""
"2";"privacy";"";""
"2";"quickly";"";""
"2";"react";"";""
"2";"read";"";""
"2";"regulatory";"";""
"2";"related";"";""
"2";"resources";"";""
"2";"response";"";""
"2";"restrictions";"";""
"2";"risks";"";""
"2";"saas";"";""
"2";"scaling";"";""
"2";"secure";"";""
"2";"securing";"";""
"2";"settings";"";""
"2";"significant";"";""
"2";"still";"";""
"2";"stored";"";""
"2";"successfully";"";""
"2";"supports";"";""
"2";"toward";"";""
"2";"understand";"";""
"2";"understanding";"";""
"2";"use";"";""
"2";"users";"";""
"2";"using";"";""
"2";"visibility";"";""
"2";"vulnerabilities";"";""
"2";"whether";"";""
"2";"workforce";"";""
"1";"3-hour";"";""
"1";"accessing";"";""
"1";"accounted";"";""
"1";"actively";"";""
"1";"addresses";"";""
"1";"adequately";"";""
"1";"administering";"";""
"1";"administrative";"";""
"1";"adopted";"";""
"1";"adoption";"";""
"1";"advance";"";""
"1";"advanced";"";""
"1";"advisors";"";""
"1";"ai)-driven";"";""
"1";"alerts";"";""
"1";"along";"";""
"1";"another";"";""
"1";"appropriate";"";""
"1";"architects";"";""
"1";"arise";"";""
"1";"artificial";"";""
"1";"as-a-service";"";""
"1";"aspects";"";""
"1";"attack";"";""
"1";"attackers";"";""
"1";"attempting";"";""
"1";"authentication";"";""
"1";"automates";"";""
"1";"automatically";"";""
"1";"avoid";"";""
"1";"balance";"";""
"1";"balancing";"";""
"1";"basis";"";""
"1";"benefit";"";""
"1";"boost";"";""
"1";"breached";"";""
"1";"breaches";"";""
"1";"bring";"";""
"1";"bring-your-own";"";""
"1";"built";"";""
"1";"businesses";"";""
"1";"byod";"";""
"1";"capabilities";"";""
"1";"challenging";"";""
"1";"change";"";""
"1";"clients";"";""
"1";"collateral";"";""
"1";"collection";"";""
"1";"combination";"";""
"1";"companies";"";""
"1";"complete";"";""
"1";"component";"";""
"1";"components";"";""
"1";"comprehensive";"";""
"1";"compromised";"";""
"1";"concepts";"";""
"1";"confusion";"";""
"1";"considerations";"";""
"1";"consultants";"";""
"1";"consulting";"";""
"1";"consumers";"";""
"1";"containers";"";""
"1";"continue";"";""
"1";"continues";"";""
"1";"corporate";"";""
"1";"correlate";"";""
"1";"costly";"";""
"1";"costs";"";""
"1";"countermeasures";"";""
"1";"created";"";""
"1";"creating";"";""
"1";"critical";"";""
"1";"custom";"";""
"1";"cyber";"";""
"1";"cyberattack";"";""
"1";"cyberattacks";"";""
"1";"damage";"";""
"1";"dangerous";"";""
"1";"databases";"";""
"1";"defend";"";""
"1";"defined";"";""
"1";"delivery";"";""
"1";"denominator";"";""
"1";"departments";"";""
"1";"deploying";"";""
"1";"deployments";"";""
"1";"design";"";""
"1";"detect";"";""
"1";"detection";"";""
"1";"development";"";""
"1";"discover";"";""
"1";"discovered";"";""
"1";"discovery";"";""
"1";"discussion";"";""
"1";"disruptive";"";""
"1";"done";"";""
"1";"drive";"";""
"1";"driven";"";""
"1";"due";"";""
"1";"dynamic";"";""
"1";"easy";"";""
"1";"embrace";"";""
"1";"emerging";"";""
"1";"enable";"";""
"1";"encryption";"";""
"1";"enforcement";"";""
"1";"ensure";"";""
"1";"ensuring";"";""
"1";"era";"";""
"1";"especially";"";""
"1";"establish";"";""
"1";"even";"";""
"1";"evolve";"";""
"1";"execution";"";""
"1";"expedite";"";""
"1";"expenditures";"";""
"1";"explicitly";"";""
"1";"explores";"";""
"1";"external";"";""
"1";"face";"";""
"1";"financial";"";""
"1";"five";"";""
"1";"flaw";"";""
"1";"flexibility";"";""
"1";"follow";"";""
"1";"followed";"";""
"1";"framing";"";""
"1";"frictionless";"";""
"1";"fuel";"";""
"1";"functionality";"";""
"1";"functions";"";""
"1";"future";"";""
"1";"geolocation";"";""
"1";"get";"";""
"1";"give";"";""
"1";"global";"";""
"1";"governance";"";""
"1";"growing";"";""
"1";"growth";"";""
"1";"heavy";"";""
"1";"helping";"";""
"1";"hosting";"";""
"1";"house";"";""
"1";"iam) tools";"";""
"1";"identify";"";""
"1";"identities";"";""
"1";"impacts";"";""
"1";"implications";"";""
"1";"improve";"";""
"1";"in-person";"";""
"1";"inadvertent";"";""
"1";"incorporate";"";""
"1";"increase";"";""
"1";"index";"";""
"1";"industries";"";""
"1";"infrastructure-as-a-service";"";""
"1";"infuse";"";""
"1";"insider";"";""
"1";"institute";"";""
"1";"integrate";"";""
"1";"integrity";"";""
"1";"interactions";"";""
"1";"interconnected";"";""
"1";"internal";"";""
"1";"internet";"";""
"1";"issue";"";""
"1";"it-related";"";""
"1";"journey";"";""
"1";"keeping";"";""
"1";"key";"";""
"1";"leaving";"";""
"1";"list";"";""
"1";"local";"";""
"1";"log";"";""
"1";"lose";"";""
"1";"lost";"";""
"1";"made";"";""
"1";"maintenance";"";""
"1";"majority";"";""
"1";"make";"";""
"1";"making";"";""
"1";"malicious";"";""
"1";"manages";"";""
"1";"managing";"";""
"1";"mature";"";""
"1";"mean";"";""
"1";"middleware";"";""
"1";"migrate";"";""
"1";"migration";"";""
"1";"minimizing";"";""
"1";"mitigate";"";""
"1";"mitigation";"";""
"1";"modernized";"";""
"1";"monitored";"";""
"1";"motion";"";""
"1";"movement";"";""
"1";"multicloud";"";""
"1";"multitenancy";"";""
"1";"must";"";""
"1";"national";"";""
"1";"nature";"";""
"1";"nearly";"";""
"1";"necessarily";"";""
"1";"necessity";"";""
"1";"needs";"";""
"1";"network";"";""
"1";"networking";"";""
"1";"networks";"";""
"1";"newly";"";""
"1";"next";"";""
"1";"next-generation";"";""
"1";"no-cost";"";""
"1";"normal";"";""
"1";"number";"";""
"1";"occur";"";""
"1";"offer";"";""
"1";"offload";"";""
"1";"offloading";"";""
"1";"oftentimes";"";""
"1";"online";"";""
"1";"operates";"";""
"1";"operating";"";""
"1";"operational";"";""
"1";"optimizing";"";""
"1";"orchestration";"";""
"1";"organize";"";""
"1";"overview";"";""
"1";"part";"";""
"1";"parties";"";""
"1";"passwords";"";""
"1";"phase";"";""
"1";"phrases";"";""
"1";"pillars";"";""
"1";"platform-as-a-service";"";""
"1";"platforms";"";""
"1";"points";"";""
"1";"policies";"";""
"1";"policy-driven";"";""
"1";"portion";"";""
"1";"posture";"";""
"1";"preparedness";"";""
"1";"primarily";"";""
"1";"principles";"";""
"1";"prioritize";"";""
"1";"private";"";""
"1";"procedures";"";""
"1";"process";"";""
"1";"productivity";"";""
"1";"profitability";"";""
"1";"protecting";"";""
"1";"protection";"";""
"1";"provide";"";""
"1";"providing";"";""
"1";"putting";"";""
"1";"recent";"";""
"1";"records";"";""
"1";"recover";"";""
"1";"refers";"";""
"1";"regularly";"";""
"1";"regulated";"";""
"1";"reliance";"";""
"1";"relying";"";""
"1";"remain";"";""
"1";"remediation";"";""
"1";"report";"";""
"1";"requirements";"";""
"1";"requires";"";""
"1";"resilience";"";""
"1";"resource";"";""
"1";"resourcing";"";""
"1";"respond";"";""
"1";"responsibility";"";""
"1";"rest";"";""
"1";"restrict";"";""
"1";"restricted";"";""
"1";"rests";"";""
"1";"resume";"";""
"1";"revenue";"";""
"1";"right";"";""
"1";"risk";"";""
"1";"roadmap";"";""
"1";"running";"";""
"1";"safe";"";""
"1";"securely";"";""
"1";"security-rich";"";""
"1";"self-assess";"";""
"1";"senior";"";""
"1";"session";"";""
"1";"set";"";""
"1";"shadow";"";""
"1";"shift";"";""
"1";"siem) provides";"";""
"1";"significantly";"";""
"1";"since";"";""
"1";"size";"";""
"1";"software-as-a-service";"";""
"1";"solution";"";""
"1";"solutions are";"";""
"1";"soon";"";""
"1";"source";"";""
"1";"specifically";"";""
"1";"standards";"";""
"1";"staple";"";""
"1";"step";"";""
"1";"streamline";"";""
"1";"streamlining";"";""
"1";"strengthen";"";""
"1";"striking";"";""
"1";"subscription";"";""
"1";"successful";"";""
"1";"support";"";""
"1";"supporting";"";""
"1";"surface";"";""
"1";"sustainable";"";""
"1";"system";"";""
"1";"taking";"";""
"1";"target";"";""
"1";"targeting";"";""
"1";"tasks";"";""
"1";"teams";"";""
"1";"technical";"";""
"1";"terms";"";""
"1";"things";"";""
"1";"thinking";"";""
"1";"third";"";""
"1";"time-consuming";"";""
"1";"together";"";""
"1";"topic";"";""
"1";"topics";"";""
"1";"track";"";""
"1";"traffic";"";""
"1";"transition";"";""
"1";"transitioning";"";""
"1";"trusted";"";""
"1";"turned";"";""
"1";"types";"";""
"1";"typically";"";""
"1";"umbrella";"";""
"1";"unfiltered";"";""
"1";"updates";"";""
"1";"used";"";""
"1";"variables";"";""
"1";"verify";"";""
"1";"verticals";"";""
"1";"view";"";""
"1";"virtual";"";""
"1";"virtualization";"";""
"1";"way";"";""
"1";"widely";"";""
"1";"without";"";""
"1";"work";"";""
"1";"workloads";"";""
"1";"workshop";"";""
"1";"x-force";"";""
"1";"years";"";""
